species_main,genus_main,subfamily_main,family_main,isscaap_division_code,isscaap_division_name,isscaap_group_code,note
Labeobarbus altianalis,Labeobarbus,Cyprininae,Cyprinidae,1,Freshwater fishes,11,warning: matched using derived family information
Labeobarbus kimberleyensis,Labeobarbus,Cyprininae,Cyprinidae,1,Freshwater fishes,11,warning: matched using derived family information
Labiobarbus leptocheilus,Labiobarbus,Labeoninae,Cyprinidae,1,Freshwater fishes,11,NA
Labrisomus philippii,Labrisomus,NEI,Labrisomidae,3,Marine fishes,33,warning: matched using derived genus information
Labrus bergylta,Labrus,NEI,Labridae,3,Marine fishes,33,NA
Labrus merula,Labrus,NEI,Labridae,3,Marine fishes,33,NA
Labrus mixtus,Labrus,NEI,Labridae,3,Marine fishes,33,NA
Labrus viridis,Labrus,NEI,Labridae,3,Marine fishes,33,NA
Lachnolaimus maximus,Lachnolaimus,NEI,Labridae,3,Marine fishes,33,NA
Lactarius lactarius,Lactarius,NEI,Lactariidae,3,Marine fishes,37,NA
Laevicardium crassum,Laevicardium,NEI,Cardiidae,5,Molluscs,56,NA
Lagocephalus laevigatus,Lagocephalus,Tetraodontinae,Tetraodontidae,3,Marine fishes,33,NA
Lagodon rhomboides,Lagodon,NEI,Sparidae,3,Marine fishes,33,NA
Lamna ditropis,Lamna,NEI,Lamnidae,3,Marine fishes,38,NA
Lamna nasus,Lamna,NEI,Lamnidae,3,Marine fishes,38,NA
Lampris guttatus,Lampris,NEI,Lampridae,3,Marine fishes,37,NA
Larimichthys crocea,Larimichthys,NEI,Sciaenidae,3,Marine fishes,33,warning: matched using derived genus information
Larimichthys croceus,Larimichthys,NEI,Sciaenidae,3,Marine fishes,33,NA
Larimichthys polyactis,Larimichthys,NEI,Sciaenidae,3,Marine fishes,33,NA
Larimus breviceps,Larimus,NEI,Sciaenidae,3,Marine fishes,33,NA
Larimus effulgens,Larimus,NEI,Sciaenidae,3,Marine fishes,33,NA
Lates angustifrons,Lates,NEI,Latidae,1,Freshwater fishes,13,NA
Lates calcarifer,Lates,NEI,Latidae,2,Diadromous fishes,25,NA
Lates mariae,Lates,NEI,Latidae,1,Freshwater fishes,13,NA
Lates microlepis,Lates,NEI,Latidae,1,Freshwater fishes,13,NA
Lates niloticus,Lates,NEI,Latidae,1,Freshwater fishes,13,NA
Lates stappersii,Lates,NEI,Latidae,1,Freshwater fishes,13,NA
Lebiasina bimaculata,Lebiasina,Lebiasininae,Lebiasinidae,1,Freshwater fishes,13,warning: matched using derived genus information
Leiognathus equulus,Leiognathus,NEI,Leiognathidae,3,Marine fishes,33,NA
Leiostomus xanthurus,Leiostomus,NEI,Sciaenidae,3,Marine fishes,33,NA
Lepidocybium flavobrunneum,Lepidocybium,NEI,Gempylidae,3,Marine fishes,34,NA
Lepidopsetta bilineata,Lepidopsetta,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,NA
Lepidopus caudatus,Lepidopus,Lepidopinae,Trichiuridae,3,Marine fishes,34,NA
Lepidorhombus boscii,Lepidorhombus,NEI,Scophthalmidae,3,Marine fishes,31,NA
Lepidorhombus whiffiagonis,Lepidorhombus,NEI,Scophthalmidae,3,Marine fishes,31,NA
Lepidotrigla cavillone,Lepidotrigla,Triglinae,Triglidae,3,Marine fishes,34,NA
Lepisosteus oculatus,Lepisosteus,NEI,Lepisosteidae,1,Freshwater fishes,13,NA
Lepisosteus osseus,Lepisosteus,NEI,Lepisosteidae,1,Freshwater fishes,13,NA
Lepomis macrochirus,Lepomis,NEI,Centrarchidae,1,Freshwater fishes,13,NA
Leptobarbus hoevenii,Leptobarbus,Leptobarbinae,Cyprinidae,1,Freshwater fishes,11,warning: matched using derived genus information
Leptoscarus vaigiensis,Leptoscarus,Sparisomatinae,Scaridae,3,Marine fishes,33,NA
Lepturacanthus savala,Lepturacanthus,Trichiurinae,Trichiuridae,3,Marine fishes,34,NA
Lethrinus atkinsoni,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus atlanticus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus borbonicus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus crocineus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus erythracanthus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus erythropterus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus harak,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus lentjan,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus microdon,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus nebulosus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus obsoletus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus olivaceus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus ornatus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus rubrioperculatus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus semicinctus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,warning: matched using genus information
Lethrinus variegatus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Lethrinus xanthochilus,Lethrinus,Lethrininae,Lethrinidae,3,Marine fishes,33,NA
Leucoraja erinacea,Leucoraja,NEI,Rajidae,3,Marine fishes,38,warning: matched using derived family information
Leucoraja naevus,Leucoraja,NEI,Rajidae,3,Marine fishes,38,warning: matched using derived family information
Leucoraja ocellata,Leucoraja,NEI,Rajidae,3,Marine fishes,38,warning: matched using derived family information
Leukoma staminea,Leukoma,Chioninae,Veneridae,5,Molluscs,56,warning: matched using genus information
Leukoma thaca,Leukoma,Chioninae,Veneridae,5,Molluscs,56,warning: matched using genus information
Libinia emarginata,Libinia,Pisinae,Epialtidae,4,Crustaceans,42,NA
Lichia amia,Lichia,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Lichia amia,Lichia,Trachinotinae,Carangidae,3,Marine fishes,37,warning: matched using derived genus information
Limanda ferruginea,Limanda,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,NA
Limanda limanda,Limanda,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,NA
Limnothrissa miodon,Limnothrissa,Dorosomatinae,Clupeidae,1,Freshwater fishes,13,NA
Limnotilapia dardennii,Limnotilapia,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Limulus polyphemus,Limulus,Limulinae,Limulidae,7,Miscellaneous aquatic animals,75,NA
Liocarcinus corrugatus,Liocarcinus,NEI,Polybiidae,4,Crustaceans,42,NA
Liocarcinus depurator,Liocarcinus,NEI,Polybiidae,4,Crustaceans,42,NA
Liocarcinus navigator,Liocarcinus,NEI,Polybiidae,4,Crustaceans,42,warning: matched using genus information
Lithodes santolla,Lithodes,Lithodinae,Lithodidae,4,Crustaceans,44,NA
Lithognathus lithognathus,Lithognathus,NEI,Sparidae,3,Marine fishes,33,NA
Lithognathus mormyrus,Lithognathus,NEI,Sparidae,3,Marine fishes,33,NA
Littorina littorea,Littorina,Littorininae,Littorinidae,5,Molluscs,52,NA
Liza klunzingeri,Liza,NEI,Mugilidae,3,Marine fishes,33,NA
Liza macrolepis,Liza,NEI,Mugilidae,3,Marine fishes,33,warning: matched using genus information
Liza melanoptera,Liza,NEI,Mugilidae,3,Marine fishes,33,warning: matched using genus information
Liza vaigiensis,Liza,NEI,Mugilidae,3,Marine fishes,33,NA
Lobatus costatus,Lobatus,NEI,Strombidae,5,Molluscs,52,warning: matched using derived family information
Lobatus galeatus,Lobatus,NEI,Strombidae,5,Molluscs,52,warning: matched using derived family information
Lobotes surinamensis,Lobotes,NEI,Lobotidae,3,Marine fishes,34,NA
Loligo forbesii,Loligo,NEI,Loliginidae,5,Molluscs,57,warning: matched using genus information
Loligo vulgaris,Loligo,NEI,Loliginidae,5,Molluscs,57,NA
Lophius budegassa,Lophius,NEI,Lophiidae,3,Marine fishes,34,NA
Lophius piscatorius,Lophius,NEI,Lophiidae,3,Marine fishes,34,NA
Lopholatilus chamaeleonticeps,Lopholatilus,Latilinae,Malacanthidae,3,Marine fishes,34,NA
Loxechinus albus,Loxechinus,NEI,Echinidae,7,Miscellaneous aquatic animals,76,NA
Lucina pectinata,Lucina,NEI,Lucinidae,5,Molluscs,56,warning: matched using genus information
Luciopimelodus pati,Luciopimelodus,NEI,Pimelodidae,1,Freshwater fishes,13,NA
Lutjanus adetii,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus agennes,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus analis,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus apodus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus argentimaculatus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus argentiventris,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus bengalensis,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus bitaeniatus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,warning: matched using genus information
Lutjanus bohar,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus boutton,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,warning: matched using genus information
Lutjanus buccanella,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus campechanus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus colorado,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus cyanopterus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus dentatus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus erythropterus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus fulgens,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus fulviflamma,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus gibbus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus goreensis,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus griseus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus guttatus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus inermis,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,warning: matched using genus information
Lutjanus jocu,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus johnii,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus jordani,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus lemniscatus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus malabaricus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus monostigma,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus novemfasciatus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus peru,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus purpureus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus sanguineus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus sebae,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus synagris,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus timoriensis,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,warning: matched using genus information
Lutjanus vitta,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Lutjanus vivanus,Lutjanus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Luvarus imperialis,Luvarus,NEI,Luvaridae,3,Marine fishes,33,NA
Macolor niger,Macolor,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Macrobrachium americanum,Macrobrachium,NEI,Palaemonidae,4,Crustaceans,41,NA
Macrobrachium dux,Macrobrachium,NEI,Palaemonidae,4,Crustaceans,41,NA
Macrobrachium rosenbergii,Macrobrachium,NEI,Palaemonidae,4,Crustaceans,41,NA
Macrobrachium tenellum,Macrobrachium,NEI,Palaemonidae,4,Crustaceans,41,NA
Macrochirichthys macrochirus,Macrochirichthys,ex-danioninae,Cyprinidae,1,Freshwater fishes,11,NA
Macrodon ancylodon,Macrodon,NEI,Sciaenidae,3,Marine fishes,33,NA
Macrodon atricauda,Macrodon,NEI,Sciaenidae,3,Marine fishes,33,warning: matched using derived genus information
Macrophthalmus depressus,Macrophthalmus,Macrophthalminae,Ocypodidae,4,Crustaceans,42,warning: matched using derived family information
Macroramphosus scolopax,Macroramphosus,Macroramphosinae,Centriscidae,3,Marine fishes,34,NA
Macrourus holotrachys,Macrourus,Macrourinae,Macrouridae,3,Marine fishes,32,NA
Macruronus magellanicus,Macruronus,Merlucciinae,Merlucciidae,3,Marine fishes,32,NA
Mactra stultorum,Mactra,NEI,Mactridae,5,Molluscs,56,warning: matched using genus information
Maja squinado,Maja,Majinae,Majidae,4,Crustaceans,42,NA
Makaira mazara,Makaira,NEI,Istiophoridae,3,Marine fishes,36,warning: matched using genus information
Makaira nigricans,Makaira,NEI,Istiophoridae,3,Marine fishes,36,NA
Malacanthus plumieri,Malacanthus,Malacanthinae,Malacanthidae,3,Marine fishes,33,NA
Malapterurus electricus,Malapterurus,NEI,Malapteruridae,1,Freshwater fishes,13,NA
Mallotus villosus,Mallotus,NEI,Osmeridae,3,Marine fishes,37,NA
Marcia opima,Marcia,NEI,Veneridae,5,Molluscs,56,NA
Marcusenius abadii,Marcusenius,NEI,Mormyridae,1,Freshwater fishes,13,NA
Marcusenius macrolepidotus,Marcusenius,NEI,Mormyridae,1,Freshwater fishes,13,NA
Margariscus margarita,Margariscus,Leuciscinae,Cyprinidae,1,Freshwater fishes,11,NA
Mastacembelus erythrotaenia,Mastacembelus,NEI,Mastacembelidae,1,Freshwater fishes,13,NA
Mastacembelus marchei,Mastacembelus,NEI,Mastacembelidae,1,Freshwater fishes,13,warning: matched using derived genus information
Mastacembelus niger,Mastacembelus,NEI,Mastacembelidae,1,Freshwater fishes,13,warning: matched using derived genus information
Megalaspis cordyla,Megalaspis,Caranginae,Carangidae,3,Marine fishes,37,NA
Megaleporinus macrocephalus,Megaleporinus,NEI,Anostomidae,1,Freshwater fishes,13,warning: matched using derived family information
Megaleporinus obtusidens,Megaleporinus,NEI,Anostomidae,1,Freshwater fishes,13,warning: matched using derived family information
Megaleporinus obtusidens,Megaleporinus,NEI,Anostomidae,1,Freshwater fishes,13,warning: matched using derived family information
Megalonema platanum,Megalonema,NEI,Pimelodidae,1,Freshwater fishes,13,warning: matched using derived genus information
Megalops atlanticus,Megalops,NEI,Megalopidae,3,Marine fishes,33,NA
Megalops cyprinoides,Megalops,NEI,Megalopidae,3,Marine fishes,33,NA
Megapitaria aurantiaca,Megapitaria,NEI,Veneridae,5,Molluscs,56,NA
Megapitaria squalida,Megapitaria,NEI,Veneridae,5,Molluscs,56,NA
Megastraea undosa,Megastraea,NEI,Turbinidae,NA,NA,NA,NA
Megathura crenulata,Megathura,NEI,Fissurellidae,5,Molluscs,52,NA
Megokris granulosus,Megokris,NEI,Penaeidae,4,Crustaceans,45,warning: matched using derived family information
Melanogrammus aeglefinus,Melanogrammus,NEI,Gadidae,3,Marine fishes,32,NA
Melanonus zugmayeri,Melanonus,NEI,Melanonidae,3,Marine fishes,32,NA
Mene maculata,Mene,NEI,Menidae,3,Marine fishes,33,NA
Menidia menidia,Menidia,Menidiinae,Atherinopsidae,3,Marine fishes,37,NA
Menippe mercenaria,Menippe,NEI,Menippidae,4,Crustaceans,42,NA
Menticirrhus americanus,Menticirrhus,NEI,Sciaenidae,3,Marine fishes,33,NA
Menticirrhus littoralis,Menticirrhus,NEI,Sciaenidae,3,Marine fishes,33,NA
Menticirrhus nasus,Menticirrhus,NEI,Sciaenidae,3,Marine fishes,33,NA
Menticirrhus ophicephalus,Menticirrhus,NEI,Sciaenidae,3,Marine fishes,33,NA
Menticirrhus panamensis,Menticirrhus,NEI,Sciaenidae,3,Marine fishes,33,NA
Menticirrhus saxatilis,Menticirrhus,NEI,Sciaenidae,3,Marine fishes,33,NA
Mercenaria mercenaria,Mercenaria,NEI,Veneridae,5,Molluscs,56,NA
Meretrix casta,Meretrix,Meretricinae,Veneridae,5,Molluscs,56,NA
Meretrix meretrix,Meretrix,Meretricinae,Veneridae,5,Molluscs,56,NA
Merlangius merlangus,Merlangius,NEI,Gadidae,3,Marine fishes,32,NA
Merluccius australis,Merluccius,Merlucciinae,Merlucciidae,3,Marine fishes,32,NA
Merluccius bilinearis,Merluccius,Merlucciinae,Merlucciidae,3,Marine fishes,32,NA
Merluccius gayi gayi,Merluccius,Merlucciinae,Merlucciidae,3,Marine fishes,32,warning: matched using genus information
Merluccius gayi peruanus,Merluccius,Merlucciinae,Merlucciidae,3,Marine fishes,32,warning: matched using genus information
Merluccius hubbsi,Merluccius,Merlucciinae,Merlucciidae,3,Marine fishes,32,NA
Merluccius merluccius,Merluccius,Merlucciinae,Merlucciidae,3,Marine fishes,32,NA
Merluccius polli,Merluccius,Merlucciinae,Merlucciidae,3,Marine fishes,32,NA
Merluccius productus,Merluccius,Merlucciinae,Merlucciidae,3,Marine fishes,32,NA
Merluccius senegalensis,Merluccius,Merlucciinae,Merlucciidae,3,Marine fishes,32,NA
Mesocentrotus franciscanus,Mesocentrotus,NEI,Strongylocentrotidae,7,Miscellaneous aquatic animals,76,warning: matched using derived family information
Mesodesma donacium,Mesodesma,NEI,Mesodesmatidae,5,Molluscs,56,NA
Mesopristes kneri,Mesopristes,NEI,Terapontidae,3,Marine fishes,33,warning: matched using derived genus information
Metacarcinus magister,Metacarcinus,NEI,Cancridae,4,Crustaceans,42,warning: matched using derived family information
Metapenaeopsis barbata,Metapenaeopsis,NEI,Penaeidae,4,Crustaceans,45,NA
Metapenaeopsis mogiensis,Metapenaeopsis,NEI,Penaeidae,4,Crustaceans,45,NA
Metapenaeopsis novaeguineae,Metapenaeopsis,NEI,Penaeidae,4,Crustaceans,45,NA
Metapenaeopsis rosea,Metapenaeopsis,NEI,Penaeidae,4,Crustaceans,45,NA
Metapenaeus affinis,Metapenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Metapenaeus brevicornis,Metapenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Metapenaeus dalli,Metapenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Metapenaeus dobsoni,Metapenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Metapenaeus endeavouri,Metapenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Metapenaeus ensis,Metapenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Metapenaeus lysianassa,Metapenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Metapenaeus monoceros,Metapenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Metopograpsus messor,Metopograpsus,NEI,Grapsidae,NA,NA,NA,NA
Metynnis maculatus,Metynnis,NEI,Serrasalmidae,1,Freshwater fishes,13,warning: matched using derived genus information
Microchirus azevia,Microchirus,NEI,Soleidae,3,Marine fishes,31,NA
Microchirus variegatus,Microchirus,NEI,Soleidae,3,Marine fishes,31,NA
Microlepidotus brevipinnis,Microlepidotus,Haemulinae,Haemulidae,3,Marine fishes,33,warning: matched using derived genus information
Microlepidotus inornatus,Microlepidotus,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Micromesistius australis,Micromesistius,NEI,Gadidae,3,Marine fishes,32,NA
Micromesistius poutassou,Micromesistius,NEI,Gadidae,3,Marine fishes,32,NA
Micropogonias ectenes,Micropogonias,NEI,Sciaenidae,3,Marine fishes,33,NA
Micropogonias furnieri,Micropogonias,NEI,Sciaenidae,3,Marine fishes,33,NA
Micropogonias megalops,Micropogonias,NEI,Sciaenidae,3,Marine fishes,33,NA
Micropogonias undulatus,Micropogonias,NEI,Sciaenidae,3,Marine fishes,33,NA
Micropterus salmoides,Micropterus,NEI,Centrarchidae,1,Freshwater fishes,13,NA
Microstomus kitt,Microstomus,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,NA
Microstomus pacificus,Microstomus,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,NA
Microthrissa moeruensis,Microthrissa,Dorosomatinae,Clupeidae,1,Freshwater fishes,13,warning: matched using derived genus information
Miichthys miiuy,Miichthys,NEI,Sciaenidae,3,Marine fishes,33,NA
Mimachlamys varia,Mimachlamys,Pedinae,Pectinidae,5,Molluscs,55,warning: matched using derived family information
Mithraculus coryphe,Mithraculus,Mithracinae,Majidae,4,Crustaceans,42,warning: matched using derived family information
Mobula birostris,Mobula,Mobulinae,Myliobatidae,3,Marine fishes,38,warning: matched using genus information
Mobula mobular,Mobula,Mobulinae,Myliobatidae,3,Marine fishes,38,NA
Modiolus barbatus,Modiolus,Modiolinae,Mytilidae,5,Molluscs,54,NA
Mola mola,Mola,NEI,Molidae,3,Marine fishes,37,NA
Molva dypterygia,Molva,NEI,Lotidae,3,Marine fishes,32,NA
Molva molva,Molva,NEI,Lotidae,3,Marine fishes,32,NA
Monetaria caputdraconis,Monetaria,NEI,Cypraeidae,5,Molluscs,52,warning: matched using derived family information
Monodactylus sebae,Monodactylus,NEI,Monodactylidae,3,Marine fishes,33,NA
Monopterus albus,Monopterus,NEI,Synbranchidae,1,Freshwater fishes,13,NA
Monotaxis grandoculis,Monotaxis,Monotaxinae,Lethrinidae,3,Marine fishes,33,NA
Moolgarda seheli,Moolgarda,NEI,Mugilidae,3,Marine fishes,33,warning: matched using derived genus information
Mora moro,Mora,NEI,Moridae,3,Marine fishes,32,NA
Mormyrops anguilloides,Mormyrops,NEI,Mormyridae,1,Freshwater fishes,13,warning: matched using derived family information
Mormyrus rume,Mormyrus,NEI,Mormyridae,1,Freshwater fishes,13,NA
Morone americana,Morone,NEI,Moronidae,2,Diadromous fishes,25,NA
Morone saxatilis,Morone,NEI,Moronidae,2,Diadromous fishes,25,NA
Mugil bananensis,Mugil,NEI,Mugilidae,3,Marine fishes,33,NA
Mugil capurrii,Mugil,NEI,Mugilidae,3,Marine fishes,33,NA
Mugil cephalus,Mugil,NEI,Mugilidae,3,Marine fishes,33,NA
Mugil curema,Mugil,NEI,Mugilidae,3,Marine fishes,33,NA
Mugil incilis,Mugil,NEI,Mugilidae,3,Marine fishes,33,NA
Mugil liza,Mugil,NEI,Mugilidae,3,Marine fishes,33,NA
Mulinia edulis,Mulinia,Mactrinae,Mactridae,5,Molluscs,56,NA
Mulloidichthys dentatus,Mulloidichthys,NEI,Mullidae,3,Marine fishes,33,warning: matched using derived genus information
Mulloidichthys martinicus,Mulloidichthys,NEI,Mullidae,3,Marine fishes,33,NA
Mulloidichthys vanicolensis,Mulloidichthys,NEI,Mullidae,3,Marine fishes,33,NA
Mullus barbatus,Mullus,NEI,Mullidae,3,Marine fishes,33,NA
Mullus surmuletus,Mullus,NEI,Mullidae,3,Marine fishes,33,NA
Munida gregaria,Munida,NEI,Munididae,4,Crustaceans,44,NA
Muraena augusti,Muraena,Muraeninae,Muraenidae,3,Marine fishes,33,NA
Muraena helena,Muraena,Muraeninae,Muraenidae,3,Marine fishes,33,NA
Muraenesox cinereus,Muraenesox,NEI,Muraenesocidae,3,Marine fishes,34,NA
Mustelus albipinnis,Mustelus,Triakinae,Triakidae,3,Marine fishes,38,warning: matched using genus information
Mustelus asterias,Mustelus,Triakinae,Triakidae,3,Marine fishes,38,NA
Mustelus canis,Mustelus,Triakinae,Triakidae,3,Marine fishes,38,NA
Mustelus manazo,Mustelus,Triakinae,Triakidae,3,Marine fishes,38,NA
Mustelus mento,Mustelus,Triakinae,Triakidae,3,Marine fishes,38,NA
Mustelus mustelus,Mustelus,Triakinae,Triakidae,3,Marine fishes,38,NA
Mustelus schmitti,Mustelus,Triakinae,Triakidae,3,Marine fishes,38,NA
Mustelus whitneyi,Mustelus,Triakinae,Triakidae,3,Marine fishes,38,NA
Mya arenaria,Mya,NEI,Myidae,5,Molluscs,56,NA
Mycteroperca acutirostris,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Mycteroperca bonaci,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Mycteroperca fusca,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Mycteroperca interstitialis,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Mycteroperca jordani,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Mycteroperca microlepis,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Mycteroperca phenax,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Mycteroperca rosacea,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Mycteroperca rubra,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Mycteroperca venenosa,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Mycteroperca xenarcha,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Mycteroperca prionura,Mycteroperca,Epinephelinae,Serranidae,3,Marine fishes,33,warning: matched using genus information
Myliobatis aquila,Myliobatis,Myliobatinae,Myliobatidae,3,Marine fishes,38,NA
Myliobatis goodei,Myliobatis,Myliobatinae,Myliobatidae,3,Marine fishes,38,NA
Mylopharyngodon piceus,Mylopharyngodon,Squaliobarbinae,Cyprinidae,1,Freshwater fishes,11,NA
Mylossoma duriventre,Mylossoma,NEI,Serrasalmidae,1,Freshwater fishes,13,NA
Myripristis berndti,Myripristis,Myripristinae,Holocentridae,3,Marine fishes,33,NA
Mysis diluviana,Mysis,Mysinae,Mysidae,NA,NA,NA,NA
Mystacoleucus marginatus,Mystacoleucus,NEI,Cyprinidae,1,Freshwater fishes,11,NA
Mystacoleucus padangensis,Mystacoleucus,NEI,Cyprinidae,1,Freshwater fishes,11,NA
Mystus alasensis,Mystus,NEI,Bagridae,1,Freshwater fishes,13,warning: matched using genus information
Mystus gulio,Mystus,NEI,Bagridae,1,Freshwater fishes,13,NA
Mytella brasiliensis,Mytella,Arcuatulinae,Mytilidae,5,Molluscs,54,warning: matched using derived genus information
Mytella charruana,Mytella,Arcuatulinae,Mytilidae,5,Molluscs,54,warning: matched using derived genus information
Mytella falcata,Mytella,Arcuatulinae,Mytilidae,5,Molluscs,54,warning: matched using derived genus information
Mytella guyanensis,Mytella,Arcuatulinae,Mytilidae,5,Molluscs,54,NA
Mytilus californianus,Mytilus,Mytilinae,Mytilidae,5,Molluscs,54,NA
Mytilus chilensis,Mytilus,Mytilinae,Mytilidae,5,Molluscs,54,NA
Mytilus edulis,Mytilus,Mytilinae,Mytilidae,5,Molluscs,54,NA
Mytilus galloprovincialis,Mytilus,Mytilinae,Mytilidae,5,Molluscs,54,NA
Myxine glutinosa,Myxine,Myxininae,Myxinidae,3,Marine fishes,33,NA
Nacella magellanica,Nacella,NEI,Nacellidae,5,Molluscs,52,warning: matched using derived genus information
